,path,conversions
928,ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > RTW > RTW > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign,1
929,ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > RTW > RTW > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign,1
930,ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > Competition > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
931,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > Winter 1 2018 | Standard,1
932,ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > Competition > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
933,PK - Sapphire Brand Campaign > Competition > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none),1
934,ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > Competition > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none),1
935,ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none),1
936,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
937,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > 92913b02e0-EMAIL_CAMPAIGN_2018_08_16_06_27 > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > youtube.com / referral > PK - Sapphire Brand Campaign > m.facebook.com / referral,1
938,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Competition > google / organic > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign,1
939,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Competition > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
940,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Competition > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
941,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Eid 2 2018 | Unstitched > PK - Sapphire Brand Campaign > Eid 2 2018 | Unstitched > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > Competition > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Competition > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
942,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Dynamic Remarketing > October Flash Sale - PK > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > October 2018 Sale > October 2018 Sale > October 2018 Sale > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Winter 1 2018 | Standard > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
943,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > 4e1a75c7ff-EMAIL_CAMPAIGN_2018_10_16_05_14 > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign,1
944,PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Eid 2 2018 | Unstitched Smart > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Eid 2 2018 | Unstitched Smart > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Competition > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Competition > google / organic > PK - Sapphire Brand Campaign > Competition > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic,1
